Recipe,Cat,Subcat,Calories,Kilojoules,Fat,Saturated Fat,Cholesterol,Sodium,Carbohydrates,Fiber,Total Sugars,Protein,Calcium,URL
Curried Pumpkin Soup,"Soup, Stew and Chili","Warm Soup, Stew and Chili",137,574,3.6,1.9,5,703,23.7,4.4,16,3.5,34,"https://www.calorieking.com/recipes/Soup-Stew-and-Chili/Warm-Soup-Stew-and-Chili/Curried-Pumpkin-Soup_Y2lkPTEwJnNpZD0xMyZyaWQ9NjM1.html
"
Curried Sweet Potato and Orange Soup with Grilled Peaches,"Soup, Stew and Chili","Warm Soup, Stew and Chili",173,722,1.7,0.5,1,164,36.1,4.8,15.2,4.8,133,"https://www.calorieking.com/recipes/Soup-Stew-and-Chili/Warm-Soup-Stew-and-Chili/Curried-Sweet-Potato-and-Orange-Soup-with-Grilled-Peaches_Y2lkPTEwJnNpZD0xMyZyaWQ9Njk.html
"
French Onion Mushroom Soup,"Soup, Stew and Chili","Warm Soup, Stew and Chili",95,398,0.3,0.1,0,921,22,3,7.7,3.4,37,"https://www.calorieking.com/recipes/Soup-Stew-and-Chili/Warm-Soup-Stew-and-Chili/French-Onion-Mushroom-Soup_Y2lkPTEwJnNpZD0xMyZyaWQ9ODM5.html
"
G-Mom's Mildest American 'Chili',"Soup, Stew and Chili","Warm Soup, Stew and Chili",286,1197,6.9,2.1,53,729,31.8,6,9.7,25.3,63,"https://www.calorieking.com/recipes/Soup-Stew-and-Chili/Warm-Soup-Stew-and-Chili/G-Moms-Mildest-American-Chili_Y2lkPTEwJnNpZD0xMyZyaWQ9ODIz.html
"
Garden Vegetable-Beef Soup,"Soup, Stew and Chili","Warm Soup, Stew and Chili",122,512,3,1.3,35,510,8.7,2.6,4,15.2,45,"https://www.calorieking.com/recipes/Soup-Stew-and-Chili/Warm-Soup-Stew-and-Chili/Garden-Vegetable-Beef-Soup_Y2lkPTEwJnNpZD0xMyZyaWQ9OTA2.html
"
Hearty Beef Stew,"Soup, Stew and Chili","Warm Soup, Stew and Chili",323,1352,5.6,1.7,46,508,42.7,6.3,1.9,27.5,78,"https://www.calorieking.com/recipes/Soup-Stew-and-Chili/Warm-Soup-Stew-and-Chili/Hearty-Beef-Stew_Y2lkPTEwJnNpZD0xMyZyaWQ9NDc5.html
"
Hearty Vegetable Soup with Soy Toast,"Soup, Stew and Chili","Warm Soup, Stew and Chili",312,1306,4,0.4,0,1033,57,11,5.2,15,85,"https://www.calorieking.com/recipes/Soup-Stew-and-Chili/Warm-Soup-Stew-and-Chili/Hearty-Vegetable-Soup-with-Soy-Toast_Y2lkPTEwJnNpZD0xMyZyaWQ9MzY0.html
"
Lentil and Vegetable Soup,"Soup, Stew and Chili","Warm Soup, Stew and Chili",105,440,3,0,0,500,20,4,5.7,4,30,"https://www.calorieking.com/recipes/Soup-Stew-and-Chili/Warm-Soup-Stew-and-Chili/Lentil-and-Vegetable-Soup_Y2lkPTEwJnNpZD0xMyZyaWQ9MTQ4.html
"
"Lima Bean, Mushroom and Barley Soup","Soup, Stew and Chili","Warm Soup, Stew and Chili",121,507,0.3,0.1,0,147,24.4,6,4.7,6,48,"https://www.calorieking.com/recipes/Soup-Stew-and-Chili/Warm-Soup-Stew-and-Chili/Lima-Bean-Mushroom-and-Barley-Soup_Y2lkPTEwJnNpZD0xMyZyaWQ9NDI4.html
"
Low-Calorie Low-Fat Vegetable Soup,"Soup, Stew and Chili","Warm Soup, Stew and Chili",60,251,0.7,0.1,0,643,10.5,3.9,4,3,62,"https://www.calorieking.com/recipes/Soup-Stew-and-Chili/Warm-Soup-Stew-and-Chili/Low-Calorie-Low-Fat-Vegetable-Soup_Y2lkPTEwJnNpZD0xMyZyaWQ9NTI0.html
"
Manhattan Clam Chowder,"Soup, Stew and Chili","Warm Soup, Stew and Chili",259,1083,2,0.5,8,183,46.1,5,3.2,10,50,"https://www.calorieking.com/recipes/Soup-Stew-and-Chili/Warm-Soup-Stew-and-Chili/Manhattan-Clam-Chowder_Y2lkPTEwJnNpZD0xMyZyaWQ9MzY1.html
"
Mushroom Soup,"Soup, Stew and Chili","Warm Soup, Stew and Chili",86,360,3,0.9,2,475,10,0.7,5.3,4.7,113,"https://www.calorieking.com/recipes/Soup-Stew-and-Chili/Warm-Soup-Stew-and-Chili/Mushroom-Soup_Y2lkPTEwJnNpZD0xMyZyaWQ9MTU.html
"
Pastina Stew,"Soup, Stew and Chili","Warm Soup, Stew and Chili",103,432,3,0.1,0,203,13.6,1.6,2.4,4.7,21.5,"https://www.calorieking.com/recipes/Soup-Stew-and-Chili/Warm-Soup-Stew-and-Chili/Pastina-Stew_Y2lkPTEwJnNpZD0xMyZyaWQ9MjQ1.html
"
Pot Roast Soup,"Soup, Stew and Chili","Warm Soup, Stew and Chili",202,846,2.6,0.9,23,526,28.4,3.6,7.8,16.3,33,"https://www.calorieking.com/recipes/Soup-Stew-and-Chili/Warm-Soup-Stew-and-Chili/Pot-Roast-Soup_Y2lkPTEwJnNpZD0xMyZyaWQ9OTM2.html
"
Super Low-Cal Chicken Veggie Soup,"Soup, Stew and Chili","Warm Soup, Stew and Chili",20,84,0,0,0,539,4.7,1,2.2,0.5,16,"https://www.calorieking.com/recipes/Soup-Stew-and-Chili/Warm-Soup-Stew-and-Chili/Super-Low-Cal-Chicken-Veggie-Soup_Y2lkPTEwJnNpZD0xMyZyaWQ9MzI3.html
"
Sweet Corn and Zucchini Soup,"Soup, Stew and Chili","Warm Soup, Stew and Chili",100,417,1.2,0.5,3,284,20.2,2,7.3,5,115,"https://www.calorieking.com/recipes/Soup-Stew-and-Chili/Warm-Soup-Stew-and-Chili/Sweet-Corn-and-Zucchini-Soup_Y2lkPTEwJnNpZD0xMyZyaWQ9MTM1.html
"
Wisconsin Cheesy Potato Soup,"Soup, Stew and Chili","Warm Soup, Stew and Chili",204,851,5.4,3.3,12,644,28.2,2.9,15.3,10.7,272,"https://www.calorieking.com/recipes/Soup-Stew-and-Chili/Warm-Soup-Stew-and-Chili/Wisconsin-Cheesy-Potato-Soup_Y2lkPTEwJnNpZD0xMyZyaWQ9ODQw.html
"
Vegetarian Pita Pizzas,Vegetarian,Appetizers and Snacks,247,1030,4.6,2.1,8,380,44.4,6.3,11.3,10.5,132,"https://www.calorieking.com/recipes/Vegetarian/Appetizers-and-Snacks/Vegetarian-Pita-Pizzas_Y2lkPTEmc2lkPTMmcmlkPTE0MA.html
"
Tofu Sandwich Spread,Vegetarian,Dips and Spreads,80,334,5.1,0.8,3,200,4.7,0.4,0.7,5.3,225,"https://www.calorieking.com/recipes/Vegetarian/Dips-and-Spreads/Tofu-Sandwich-Spread_Y2lkPTEmc2lkPTI2JnJpZD00Nw.html
"
Baked Tofu Steaks,Vegetarian,Vegetarian Dishes,142,595,7,1,0,141,9.1,2,0.1,13.4,545,"https://www.calorieking.com/recipes/Vegetarian/Vegetarian-Dishes/Baked-Tofu-Steaks_Y2lkPTEmc2lkPTI0JnJpZD04NzA.html
"
Barbecued Tempeh and Peppers,Vegetarian,Vegetarian Dishes,325,1359,10.9,2,0,420,45.9,8.6,8.6,17,102,"https://www.calorieking.com/recipes/Vegetarian/Vegetarian-Dishes/Barbecued-Tempeh-and-Peppers_Y2lkPTEmc2lkPTI0JnJpZD04Njk.html
"
